id,value
id_0,5.564546952504937
id_1,18.643068164090934
id_2,21.970626771552798
id_3,7.575952361657144
id_4,26.56819379263349
id_5,22.357710131702976
id_6,23.307890716822076
id_7,29.33611557738974
id_8,16.047422104886454
id_9,59.68034733339348
id_10,10.49784714245159
id_11,7.622441182421135
id_12,63.105960977150886
id_13,53.21476758268339
id_14,22.606920187447617
id_15,13.077740146556875
id_16,32.78366425658597
id_17,67.23747421703698
id_18,0.597261878402464
id_19,16.51054360207399
id_20,42.22654488961023
id_21,73.36267214706308
id_22,8.839055194799116
id_23,17.911506454392534
id_24,15.57603061614676
id_25,38.9525477880761
id_26,15.271201598120879
id_27,73.59189345574627
id_28,7.325639200529969
id_29,54.74147381158426
id_30,22.933150204105562
id_31,8.721749678757842
id_32,2.342266463005721
id_33,17.174932712582326
id_34,27.041045957306974
id_35,37.18952418927866
id_36,44.307086266471316
id_37,31.111866826218346
id_38,42.69457590252932
id_39,34.457512164881855
id_40,7.171291512375463
id_41,39.54519511357428
id_42,29.150673790894565
id_43,50.26515700539787
id_44,17.65475435753497
id_45,33.64755209945747
id_46,25.07737103542851
id_47,9.50078309261059
id_48,27.549724235922522
id_49,33.88663521248615
id_50,18.03888700088653
id_51,8.038968813662981
id_52,17.49207583269679
id_53,53.10909669821992
id_54,15.512126970169039
id_55,35.22304092792077
id_56,32.95164913629187
id_57,20.08100064441644
id_58,57.72512943646436
id_59,22.324632775927217
id_60,12.730442206715555
id_61,41.576738244673265
id_62,11.886597926009033
id_63,49.40261380886645
id_64,12.79879970038506
id_65,16.342974984657854
id_66,13.828714507937612
id_67,0.0
id_68,43.16649425532052
id_69,27.814491119355235
id_70,21.30770231588786
id_71,43.85753667898111
id_72,61.69970702385955
id_73,5.884884390447809
id_74,15.970752846179773
id_75,2.8646621695215675
id_76,39.014535094749355
id_77,11.836680390952104
id_78,19.970539507981908
id_79,21.04247964338719
id_80,23.383758807517403
id_81,34.054626195819786
id_82,20.664693847263962
id_83,93.68226265645121
id_84,37.111597891938565
id_85,27.799827811046082
id_86,22.019361543391703
id_87,35.28954074463029
id_88,22.14767875067457
id_89,19.810958824503
id_90,29.424355774646706
id_91,42.615924618910896
id_92,4.45074777502598
id_93,38.80322154194782
id_94,46.368354362309034
id_95,16.3403771625122
id_96,32.02120416390498
id_97,12.506183750226032
id_98,23.414425403924117
id_99,3.5733071109415553
id_100,18.458131813691974
id_101,25.194374890441644
id_102,14.276913108843262
id_103,14.751788454203579
id_104,23.91785914194911
id_105,40.176571382461965
id_106,32.875826049631534
id_107,6.236391011559252
id_108,4.791303729814486
id_109,79.14869402461028
id_110,49.267327620310404
id_111,16.124464343629953
id_112,27.376436285424592
id_113,15.116339542699459
id_114,13.838319587155617
id_115,25.076476248673025
id_116,27.152076222107755
id_117,10.743145315443579
id_118,17.58633667585809
id_119,19.424637353727018
id_120,81.26164710648965
id_121,24.36786859557214
id_122,38.50151620782692
id_123,25.506616902702323
id_124,6.588495671993496
id_125,36.58506260311807
id_126,7.594047569712953
id_127,22.882105828014552
id_128,29.295841439545274
id_129,62.716682648259734
id_130,22.416580479082263
id_131,24.627620081477357
id_132,59.526101817874675
id_133,15.393717428657279
id_134,13.53220711862495
id_135,1.690844751142063
id_136,11.238930065066372
id_137,58.612630269457625
id_138,18.751560573784634
